         11929346 function calls (11503602 primitive calls) in 10.075 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      312    0.000    0.000    0.004    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function_cache.py:94(__eq__)
     3684    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\tracking\base.py:65(name)
     1172    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
      362    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:6358(_get_graph_from_inputs)
      405    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\base_layer.py:3072(_dedup_weights)
      785    0.000    0.000    0.004    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\lock_util.py:125(__enter__)
      180    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:4065(get_operations)
      111    0.000    0.000    0.006    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:3617(_add_function)
        6    0.000    0.000    0.010    0.002 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\origin_info.py:229(resolve)
     1200    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\chess\__init__.py:3540(__init__)
      137    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\threading.py:82(RLock)
     1202    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\chess\__init__.py:1827(is_seventyfive_moves)
       38    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\logging\__init__.py:1372(_clear_cache)
      238    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\weakref.py:167(copy)
      114    0.000    0.000    0.050    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:714(_read_variable_op)
      400    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\chess\__init__.py:1963(_board_state)
       30    0.000    0.000    0.008    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\saved_model\save.py:817(_iterate_op_types)
     2113    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:2236(_get_control_flow_context)
      483    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\functools.py:65(wraps)
      343    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\func_graph.py:1230(device_stack_has_callable)
     1346    0.000    0.000    0.002    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\re.py:250(compile)
     1849    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:3340(_check_not_finalized)
      202    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\random.py:291(randrange)
     3970    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\inspect.py:2565(name)
      808    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsMapping}
      785    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\threading.py:271(_is_owned)
      383    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:4843(__init__)
      198    0.000    0.000    1.361    0.007 L:\My Drive\Class\semester 2\IE 5080\code\chess_organized\chessrl.py:256(argmax_Q)
       50    0.000    0.000    0.036    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\templates.py:230(replace)
    36/28    0.000    0.000    0.176    0.006 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\save_impl.py:556(wrapper)
    164/4    0.000    0.000    0.003    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\copy.py:226(_deepcopy_dict)
      319    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRecordOperation}
     2069    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\enum.py:646(__new__)
      156    0.000    0.000    0.003    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:5483(combined)
      106    0.000    0.000    0.019    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\gen_array_ops.py:4049(identity)
      232    0.000    0.000    0.002    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:4689(device)
      808    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsAttrs}
       44    0.000    0.000    0.002    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\save_impl.py:324(_restore_layer_losses)
      362    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\op_def_library.py:106(<listcomp>)
       80    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\threading.py:228(__init__)
       79    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_GraphSetTensorShape_wrapper}
       12    0.000    0.000    0.219    0.018 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\base_layer.py:899(_infer_output_signature)
      239    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\func_graph.py:786(add_capture)
      106    0.000    0.000    0.020    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\array_ops.py:243(identity)
       84    0.000    0.000    0.002    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function_cache.py:187(values)
      574    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\nest.py:138(_sorted)
      210    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\func_graph.py:276(watch_variable)
   314/20    0.000    0.000    0.002    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\json_utils.py:55(<dictcomp>)
     2249    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\tracking\base.py:61(__init__)
      159    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\tracking\base.py:1016(_handle_deferred_dependencies)
   226/58    0.000    0.000    0.008    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\traitlets\traitlets.py:1567(trait_defaults)
       78    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\importer.py:339(_SetDefaultAttrValues)
     1932    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:2511(outputs)
        1    0.000    0.000    0.021    0.021 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\saved_model\save.py:1122(_serialize_object_graph)
      228    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\context.py:959(_set_device)
      160    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:4603(colocate_with)
      792    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsTypeSpec}
      491    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:6744(__init__)
    372/6    0.000    0.000    0.007    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\reaching_definitions.py:263(visit)
      800    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\chess\__init__.py:3399(_to_chess960)
        1    0.000    0.000    0.630    0.630 L:\My Drive\Class\semester 2\IE 5080\code\chess_organized\dqn_model.py:19(__init__)
      354    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function_trace_type.py:214(_has_same_structure)
      446    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\gradients_util.py:1016(PossibleTapeGradientTypes)
        1    0.000    0.000    0.006    0.006 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\meta_graph.py:459(strip_graph_default_valued_attrs)
     1110    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\object_identity.py:146(__iter__)
      226    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\random.py:238(_randbelow_with_getrandbits)
      776    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsMappingView}
      214    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationOutputConsumers_wrapper}
    349/3    0.000    0.000    0.004    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\liveness.py:117(visit)
      836    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\nest.py:910(<genexpr>)
 2291/785    0.000    0.000    0.009    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\traitlets\traitlets.py:566(__get__)
      856    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\utils\object_identity.py:133(_wrap_key)
      106    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\tensor_shape.py:1107(is_compatible_with)
      214    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:907(consumers)
      105    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
      179    0.000    0.000    0.019    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\templates.py:193(visit_Name)
        2    0.000    0.000    0.002    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\utils\generic_utils.py:1193(populate_dict_with_module_objects)
   107/77    0.000    0.000    0.009    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:452(visit_Call)
      808    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsCompositeTensor}
      201    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\contextlib.py:433(callback)
    71/31    0.000    0.000    0.003    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\copy.py:258(_reconstruct)
      486    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\profiler\trace.py:50(__init__)
      927    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\op_def_library.py:99(_IsListValue)
     1176    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:801(__init__)
       24    0.000    0.000    0.029    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\gen_nn_ops.py:859(conv2d)
      318    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:3940(as_graph_element)
      114    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\context.py:1956(__enter__)
      870    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:3312(_variable_creator_stack)
      458    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\auto_control_deps_utils.py:108(<genexpr>)
      116    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\traceable_stack.py:31(set_filename_and_line_from_caller)
       22    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.framework._op_def_registry.get}
      250    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\object_identity.py:74(__init__)
      394    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:4900(add_op)
      152    0.000    0.000    0.005    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:5460(device)
